CRUISE NUMBER,STATION,SPECIES,FISH NUMBER,FL (mm),WT (mm),CWT,FIN CLIP,SEX,OTOLITH #,(0/1),DNA #,SAMPLE,1-PREY,1-VOL (cc),1-D,2-PREY,2-VOL (cc),2-D,3-PREY,3-VOL (cc),3-D,COMMENTS
2019-125,QCST08,CHUM,013,190,63,,,,,,,,,,,,,,,,,
2019-125,QCST08,CHUM,014,232,134,,,,,,,,,,,,,,,,,
2019-125,QCST08,CHUM,015,218,109,,,,,,,,,,,,,,,,,
2019-125,QCST08,CHUM,016,212,107,,,,,,,,,,,,,,,,,
2019-125,QCST08,CHUM,017,223,118,,,,,,,,,,,,,,,,,
2019-125,QCST08,CHUM,018,186,63,,,,,,,,,,,,,,,,,
2019-125,QCST08,COHO,001,288,321,,AD,,CO-1-B4,,115417,M,OAA,0.01,3,,,,,,,
2019-125,QCST08,COHO,002,276,272,,,,CO-1-B5,,115418,M,OAA,0.01,3,RAB,0.01,3,,,,
2019-125,QCST08,COHO,003,280,277,,,,CO-1-B6,,115419,M,RAB,0.1,3,,,,,,,
2019-125,QCST08,COHO,004,335,458,,AD,,CO-1-B7,,115420,M,M002,,,,,,,,,
2019-125,QCST08,COHO,005,309,352,,AD,,CO-1-B8,,115421,M,RAB,0.01,3,,,,,,,
2019-125,QCST08,COHO,006,280,279,,,,CO-1-B9,,115422,,M002,,,,,,,,,
2019-125,QCST08,COHO,007,310,373,,,,CO-1-B10,,115423,,RAB,0.01,3,,,,,,,
2019-125,QCST08,COHO,008,295,302,,AD,,CO-1-B11,,115424,,OAA,0.01,3,,,,,,,
2019-125,QCST08,CHUM ADULT,001,716,1870,,,F,CM-2-A11,,112407,M,M002,,,,,,,,,
2019-125,QCST08,PINK,001,188,60,,,,PK-2-B5,,108311,W,OAA,0.3,3,,,,,,,
2019-125,QCST08,PINK,002,174,53,,,,PK-2-B6,,108312,W,OAA,0.2,1,,,,,,,
2019-125,QCST08,PINK,003,187,73,,,,PK-2-B7,,108313,W,M002,,,,,,,,,
2019-125,QCST08,PINK,004,178,55,,,,PK-2-B8,,108314,W,OAA,0.01,3,,,,,,,
2019-125,QCST08,PINK,005,190,72,,,,PK-2-B9,,108315,W,OAA,0.01,3,,,,,,,
2019-125,QCST08,PINK,006,202,89,,,,PK-2-B10,,108316,M,M002,,,,,,,,,
2019-125,QCST08,PINK,007,170,50,,,,PK-2-B11,,108317,M,OAA,0.01,3,,,,,,,
2019-125,QCST08,PINK,008,183,62,,,,PK-2-B12,,108318,M,OAA,0.3,3,,,,,,,
2019-125,QCST08,PINK,009,174,53,,,,PK-2-C1,,108319,M,OAA,0.1,3,RAB,0.01,3,,,,
2019-125,QCST08,PINK,010,208,83,,,,PK-2-C2,,108320,M,OAA,0.01,3,,,,,,,
2019-125,QCST08,PINK,011,190,71,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,012,175,52,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,013,181,65,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,014,189,69,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,015,190,61,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,016,230,88,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,017,185,63,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,018,190,66,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,019,228,118,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,020,170,49,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,021,206,94,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,022,178,52,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,023,192,79,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,024,173,50,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,025,104,90,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,026,192,78,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,027,183,66,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,028,185,76,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,029,176,54,,,,,,,,,,,,,,,,,
2019-125,QCST08,PINK,030,172,60,,,,,,,,,,,,,,,,,
2019-125,QCST08,SABLEFISH,001,252,141,,,,,,,,M002,,,,,,,,,
2019-125,QCST08,SABLEFISH,002,241,116,,,,,,,,SCA,0.01,5,,,,,,,
2019-125,QCST08,SABLEFISH,003,236,117,,,,,,,,OAA,0.1,3,,,,,,,
2019-125,QCST08,SABLEFISH,004,247,129,,,,,,,,M010,0.01,3,,,,,,,
2019-125,QCST08,SABLEFISH,005,243,128,,,,,,,,M011,0.6,5,OAA,0.01,3,,,,
2019-125,QCST08,SABLEFISH,006,241,121,,,,,,,,OAA,0.01,3,,,,,,,
2019-125,QCST08,SABLEFISH,007,248,129,,,,,,,,OAB,0.1,3,OAA,0.01,3,KAA,0.01,3,
2019-125,QCST08,SABLEFISH,008,254,142,,,,,,,,OAA,0.01,3,,,,,,,
2019-125,QCST08,SABLEFISH,009,256,143,,,,,,,,92A,0.1,5,OAB,0.01,3,OAA,0.01,3,
2019-125,QCST08,SABLEFISH,010,250,131,,,,,,,,M002,,,,,,,,,
2019-125,QCST08,SABLEFISH,011,234,111,,,,,,,,,,,,,,,,,
2019-125,QCST08,SABLEFISH,012,243,110,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,001,213,110,,,,CM-2-A12,,112408,W,OAA,0.01,5,,,,,,,
2019-125,QCST09,CHUM,002,211,104,,,,CM-2-B1,,112409,W,OAA,0.2,3,,,,,,,
2019-125,QCST09,CHUM,003,222,110,,,,CM-2-B2,,112410,W,OAA,0.1,5,,,,,,,
2019-125,QCST09,CHUM,004,207,94,,,,CM-2-B3,,112417,W,M002,,,,,,,,,
2019-125,QCST09,CHUM,005,232,134,,,,CM-2-B4,,112412,W,OAA,0.01,3,,,,,,,
2019-125,QCST09,CHUM,006,210,90,,,,CM-2-B5,,112413,M,OAA,0.1,3,,,,,,,
2019-125,QCST09,CHUM,007,212,104,,,,CM-2-B6,,112414,M,M011,0.1,5,,,,,,,
2019-125,QCST09,CHUM,008,217,106,,,,CM-2-B7,,112415,M,M011,0.2,5,10A,0.01,3,,,,
2019-125,QCST09,CHUM,009,209,96,,,,CM-2-B8,,112416,M,M002,,,,,,,,,
2019-125,QCST09,CHUM,010,210,92,,,,CM-2-B9,,112411,M,OAA,0.2,3,,,,,,,
2019-125,QCST09,CHUM,011,214,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,012,222,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,013,197,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,014,184,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,015,198,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,016,207,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,017,213,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,018,201,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,019,215,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,020,208,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,021,208,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,022,207,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,023,204,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,024,215,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,025,212,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,026,221,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,027,217,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,028,211,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,029,207,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHUM,030,217,,,,,,,,,,,,,,,,,,
2019-125,QCST09,CHINOOK,001,237,166,,,,CK-1-D02,,124338,W,M011,2.8,5,,,,,,,
2019-125,QCST09,SABLEFISH,001,245,122,,,,,,,,OAA,0.2,3,,,,,,,
2019-125,QCST09,SABLEFISH,002,243,130,,,,,,,,M011,6.6,5,,,,,,,
2019-125,QCST09,PINK,001,183,58,,,,PK-2-C3,,108321,W,M011,0.01,5,,,,,,,
2019-125,QCST09,PINK,002,185,64,,,,PK-2-C4,,108322,W,OAA,0.01,3,,,,,,,
2019-125,QCST09,PINK,003,169,49,,,,PK-2-C5,,108323,W,M002,,,,,,,,,
2019-125,QCST09,PINK,004,174,55,,,,PK-2-C6,,108324,W,OAA,0.01,5,,,,,,,
2019-125,QCST09,PINK,005,170,50,,,,PK-2-C7,,108325,W,M002,,,,,,,,,
2019-125,QCST09,PINK,006,193,70,,,,PK-2-C8,,108326,M,OAA,0.1,3,,,,,,,
2019-125,QCST09,PINK,007,162,40,,,,PK-2-C9,,108327,M,OAA,0.01,3,,,,,,,
2019-125,QCST09,PINK,008,183,60,,,,PK-2-C10,,108328,M,OAA,0.01,5,,,,,,,
2019-125,QCST09,PINK,009,195,78,,,,PK-2-C11,,108329,M,OAA,0.01,5,,,,,,,
2019-125,QCST09,PINK,010,177,52,,,,PK-2-C12,,108330,M,OAA,0.01,3,,,,,,,
2019-125,QCST09,PINK,011,204,84,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,012,170,47,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,013,198,81,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,014,182,57,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,015,180,55,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,016,175,54,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,017,175,51,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,018,176,58,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,019,178,56,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,020,179,58,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,021,187,64,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,022,168,48,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,023,206,93,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,024,177,59,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,025,200,77,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,026,195,78,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,027,188,68,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,028,187,66,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,029,180,60,,,,,,,,,,,,,,,,,
2019-125,QCST09,PINK,030,186,73,,,,,,,,,,,,,,,,,
2019-125,QCST09,COHO,001,295,319,Y,AD,,CO-1-B12,,115425,M,RAB,0.5,3,,,,,,,
2019-125,QCST09,COHO,002,291,298,Y,AD,,CO-1-C1,,115426,M,OAA,0.01,5,,,,,,,
2019-125,QCST09,COHO,003,276,269,,,,CO-1-C2,,115427,M,OAA,0.01,5,,,,,,,
2019-125,QCST09,COHO,004,349,528,,,,CO-1-C3,,115428,M,RAB,0.01,3,,,,,,,
2019-125,QCST09,COHO,005,270,233,,,,CO-1-C4,,115429,M,RAB,0.01,3,OAA,0.01,3,,,,
2019-125,QCST09,COHO,006,270,241,,,,CO-1-C5,,115430,,OAA,0.01,3,,,,,,,
2019-125,QCST09,COHO,007,309,384,,,,CO-1-C6,,115431,,RAB,0.2,3,OAA,0.01,3,,,,
2019-125,BR01,CHUM,001,212,103,,,,CM-2-B10,,112148,W,M011,0.1,5,,,,,,,
2019-125,BR01,CHUM,002,181,61,,,,CM-2-B11,,112149,W,M011,0.4,5,OAA,0.01,3,,,,
2019-125,BR01,CHUM,003,222,111,,,,CM-2-B12,,112150,W,M011,0.3,5,,,,,,,
2019-125,BR01,SABLEFISH,001,252,157,,,,,,,,M011,1.5,5,,,,,,,
2019-125,BR01,SABLEFISH,002,244,126,,,,,,,,M010,1.9,5,,,,,,,
2019-125,BR01,SABLEFISH,003,235,121,,,,,,,,RAB,1.5,5,OAB,0.5,5,,,,
2019-125,BR01,CHINOOK,001,194,91,,,,CK-1-D3,,124339,W,96,3.5,5,92A,0.01,3,,,,
2019-125,BR01,CHINOOK,002,219,125,,,,CK-1-D4,,112340,W,96,6.6,5,,,,,,,
2019-125,BR01,CHINOOK,003,225,144,,,,CK-1-D5,,100341,W,96,7.5,5,,,,,,,
2019-125,BR01,CHINOOK,004,214,125,,,,CK-1-D6,,88342,W,96,4.5,5,,,,,,,
2019-125,BR01,CHINOOK,005,226,144,,,,CK-1-D7,,76343,W,96,3.7,5,,,,,,,
2019-125,BR01,CHINOOK,006,204,105,,,,CK-1-D8,,64344,M,M002,,,,,,,,,
2019-125,BR01,CHINOOK,007,224,133,,,,CK-1-D9,,52345,M,SCA,0.2,5,,,,,,,
2019-125,BR01,CHINOOK,008,216,128,,,,CK-1-D10,,40346,M,96,11.5,3,,,,,,,
2019-125,BR01,CHINOOK,009,203,109,,,,CK-1-D11,,28347,M,96,2,3,,,,,,,
2019-125,BR01,CHINOOK,010,216,122,,,,CK-1-D12,,16348,M,96,3,5,,,,,,,
2019-125,BR01,CHINOOK,011,216,127,Y,AD,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,012,188,86,Y,AD,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,013,180,88,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,014,203,105,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,015,198,87,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,016,176,67,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,017,185,76,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,018,210,106,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,019,237,166,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,020,176,67,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,021,158,48,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,022,189,88,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK,023,182,76,,,,,,,,,,,,,,,,,
2019-125,BR01,CHINOOK ADULT,001,340,700,,,,CK-1-E1,,124349,M,96,0.4,5,,,,,,,
2019-125,BR02,CHINOOK,001,219,135,,,,CK-1-E2,,124350,W,96,2,5,,,,,,,
2019-125,BR03,CHINOOK,001,189,69,,,,CK-1-E3,,124351,W,M010,0.9,5,,,,,,,
2019-125,BR03,CHINOOK,002,200,95,,,,CK-1-E4,,124352,W,0AB,0.2,5,OAA,0.01,5,,,,
2019-125,BR03,CHINOOK,003,172,58,,,,CK-1-E5,,124353,W,96,0.7,5,550,0.3,3,597,0.2,3,
2019-125,BR03,CHINOOK,004,255,217,,,,CK-1-E6,,124354,M,96,1.3,3,,,,,,,
2019-125,BR03,CHINOOK,005,181,73,,,,CK-1-E7,,124355,W,96,0.8,3,OAA,0.1,3,,,,
2019-125,BR03,CHINOOK,006,150,41,,,,CK-1-E8,,124356,W,96,1.3,3,550,0.2,3,,,,
2019-125,BR03,CHINOOK,007,185,76,,,,CK-1-E9,,124357,M,96,0.9,3,M014,0.1,3,OAA,0.01,3,CAPRILLIDS
2019-125,BR03,CHINOOK,008,149,41,,,,CK-1-E10,,124358,M,M010,1.1,5,OAA,0.01,3,,,,
2019-125,BR03,CHUM,001,184,70,,,,CM-2-C01,,112421,W,3X0,0.6,1,M011,0.4,5,,,,
2019-125,BR03,CHUM,002,200,86,,,,CM-2-C02,,112422,W,M011,1.1,5,3X0,0.2,1,,,,
2019-125,BR03,CHUM,003,193,74,,,,CM-2-C03,,112423,W,M011,0.7,5,3X0,0.3,1,,,,
2019-125,BR03,CHUM,004,227,124,,,,CM-2-C04,,112424,W,3X0,1.7,1,,,,,,,
2019-125,BR03,CHUM,005,203,94,,,,CM-2-C05,,112425,W,M011,1.2,5,3X0,0.5,1,,,,
2019-125,BR03,CHUM,006,197,83,,,,CM-2-C06,0,112426,M,M011,0.4,5,3X0,0.8,1,,,,
2019-125,BR03,CHUM,007,189,80,,,,CM-2-C07,,112427,M,M011,0.4,5,3X0,0.01,1,,,,
2019-125,BR03,CHUM,008,183,66,,,,CM-2-C08,,112428,M,M011,0.6,5,3X0,0.2,1,,,,
2019-125,BR03,CHUM,009,214,108,,,,CM-2-C09,,112429,M,M011,0.8,5,3X0,0.01,1,,,,
2019-125,BR03,CHUM,010,183,67,,,,CM-2-C10,,112430,M,M011,0.4,5,3X0,0.4,1,,,,
2019-125,BR03,CHUM,011,195,87,,,,,,,,,,,,,,,,,
2019-125,BR04,CHUM,001,197,77,,,,CM-2-C11,,112431,W,M011,0.01,5,,,,,,,
2019-125,BR04,CHUM,002,205,93,,,,CM-2-C12,,112432,W,M011,0.2,5,,,,,,,
2019-125,BR04,CHUM,003,186,62,,,,CM-2-D1,,112433,W,M011,0.1,5,,,,,,,
2019-125,BR04,CHUM,004,196,73,,,,CM-2-D2,,112434,W,M011,0.2,5,,,,,,,
2019-125,BR04,CHUM,005,183,60,,,,CM-2-D3,,112435,W,M011,0.1,5,3B9,0.1,3,,,,
2019-125,BR04,CHUM,006,194,71,,,,CM-2-D4,,112436,M,M011,0.1,5,,,,,,,
2019-125,BR04,CHUM,007,191,71,,,,CM-2-D5,,112437,M,M011,0.1,5,3B9,0.01,3,,,,
2019-125,BR04,CHUM,008,182,60,,,,CM-2-D6,,112438,M,M011,0.1,5,3B9,0.01,3,,,,
2019-125,BR04,CHUM,009,215,102,,,,CM-2-D7,,112439,M,M011,0.1,5,,,,,,,
2019-125,BR04,CHUM,010,209,103,,,,CM-2-D8,,112440,M,96,5.7,3,,,,,,,
2019-125,BR04,CHUM,011,197,76,,,,,,,,,,,,,,,,,
2019-125,BR04,CHUM,012,185,63,,,,,,,,,,,,,,,,,
2019-125,BR04,CHUM,013,178,56,,,,,,,,,,,,,,,,,
2019-125,BR04,CHUM,014,206,90,,,,,,,,,,,,,,,,,
2019-125,BR04,CHUM,015,198,71,,,,,,,,,,,,,,,,,
2019-125,BR04,CHINOOK,001,242,171,,,,CK-1-E11,,124359,W,96,2.5,3,,,,,,,
2019-125,BR04,FRIED EGG JELLY,001,350,,,,,,,,,,,,,,,,,,
2019-125,BR04,LIONS MANE,001,510,,,,,,,,,,,,,,,,,,
2019-125,BR04,LIONS MANE,002,420,,,,,,,,,,,,,,,,,,
2019-125,BR04,MOON JELLY,001,210,,,,,,,,,,,,,,,,,,
2019-125,BR05,HERRING,001,102,11,,,,,,,,M002,,,,,,,,,
2019-125,BR05,LIONS MANE,001,580,,,,,,,,,,,,,,,,,,
2019-125,BR05,LIONS MANE,002,590,,,,,,,,,,,,,,,,,,
2019-125,BR05,LIONS MANE,003,420,,,,,,,,,,,,,,,,,,
2019-125,BR05,LIONS MANE,004,650,,,,,,,,,,,,,,,,,,
2019-125,BR05,LIONS MANE,005,560,,,,,,,,,,,,,,,,,,
2019-125,BR05,LIONS MANE,006,330,,,,,,,,,,,,,,,,,,
2019-125,KI01,STARRY FLOUNDER,001,400,863,,,,,,,,,,,,,,,,,RELEASED ALIVE
2019-125,KI02,CHINOOK,001,205,108,,,,CK-1-E12,,124360,W,96,1.6,3,RAB,0.01,3,,,,
2019-125,KI02,CHINOOK,002,208,109,,,,CK-1-F1,,124361,W,96,3.5,3,,,,,,,
2019-125,KI02,CHINOOK,003,159,45,,,,CK-1-F2,,124362,W,M010,0.2,3,RAB,0.1,3,550,0.01,,
2019-125,KI02,CHINOOK,004,143,32,,,,CK-1-F3,,124363,W,OAA,0.1,3,550,0.1,3,SCA,0.01,,
2019-125,KI02,CHINOOK,005,143,32,,,,CK-1-F4,,124364,W,SCA,0.3,3,550,0.01,3,RAB,0.01,,
2019-125,KI02,WALLEYE POLLOCK,001,106,9,,,,,,,W,RAB,0.2,5,,,,,,,
2019-125,KI02,STARRY FLOUNDER,001,510,1550,,,,,,,M,OAA,0.01,1,,,,,,,
